atmospheric_pressure,visible_cloud,wind_direction,wind_speed,sky_color,ocean_wave_speed,temperature,animal_activity,storm_coming
1011.1,Cumulonimbus,East,62,Orange,Low,Decline,Low,Yes
1005.1,Cirrus,East,80.9,Green,Low,Decline,Medium,No
1011.9,Cumulonimbus,East,68.5,Orange,High,,Low,Yes
1011.1,Cumulonimbus,West,58.4,Orange,High,Stable,High,Yes
1012.1,Cumulonimbus,East,61.4,Orange,High,Decline,Low,Yes
1002.8,Cirrus,South,47.7,Green,High,Stable,High,No
1011.9,Stratus,East,58.3,Orange,High,Decline,Low,Yes
1005.9,Cirrus,South,40.5,Green,High,Stable,High,No
1012.6,Cumulonimbus,East,72.2,Orange,High,Decline,Low,Yes
1005,Cumulonimbus,East,47,Orange,High,Decline,High,Yes
1002.6,Cirrus,South,77.1,Green,High,Stable,High,No
1013.1,Cirrus,North,62.5,Orange,Low,Decline,Low,Yes
1011,Cumulonimbus,South,70.5,Orange,Medium,Stable,High,Yes
1007,Stratus,East,75.7,Green,High,Stable,High,No
1002.7,Cirrus,West,80.7,Green,Low,Rise,Medium,No
1003.5,Cirrus,South,83.1,Green,High,Decline,High,No
1011.4,Cumulonimbus,East,66.1,Orange,Low,Rise,Low,Yes
1006.5,Cirrus,East,75.2,Green,High,Rise,High,No
1013.5,Cumulonimbus,South,60.1,Orange,High,Stable,Medium,Yes
1011.7,Cirrus,North,47.4,,High,Decline,Low,Yes
1005.3,Cirrus,South,79.3,Blue,High,Decline,High,No
1013,Cumulonimbus,South,71.8,Orange,Low,Stable,Low,Yes
1013.7,Stratus,North,60.1,Orange,Low,Rise,Low,Yes
1022.7,Cumulonimbus,East,77.6,Green,Low,Stable,High,No
1012.5,Cumulonimbus,East,63.8,Orange,Medium,Decline,Low,Yes
1012.2,Cumulonimbus,East,53.2,Orange,Low,Decline,High,Yes
1003.4,Cirrus,East,79.7,Green,Medium,Stable,Medium,No
1013.9,Cumulonimbus,East,58.6,Orange,Low,Decline,High,Yes
1011.9,Cumulonimbus,East,57.3,Orange,Low,Decline,Low,Yes
1013.4,Stratus,South,70.3,Orange,High,Stable,High,Yes
1003.8,Cirrus,South,47.6,Green,High,Stable,High,No
1002.7,Cirrus,North,80.7,Blue,High,Decline,Low,No
1005.4,Cirrus,South,83.2,Green,High,Decline,High,No
1003.5,Cirrus,East,83.6,Green,Low,Decline,High,No
1003.6,Cirrus,North,77.4,Blue,Low,Decline,Low,No
1002.2,Cirrus,East,79.5,Green,High,Decline,Medium,No
1003.9,Stratus,South,84.3,Blue,High,Stable,High,No
1012.9,Cumulonimbus,East,57.6,Orange,High,Rise,Low,Yes
1005.9,Cirrus,North,77.3,Green,Medium,Stable,Low,No
1003.2,Cirrus,South,77.5,Blue,Medium,Stable,High,No
1004.7,Cirrus,South,75.6,Green,High,Stable,High,No
1019.2,Cirrus,East,78.1,Blue,Low,Decline,Low,No
1005.9,Cumulonimbus,South,78.8,Gray,Medium,Stable,Low,No
1002.2,Cirrus,North,77.9,Green,Low,Decline,Low,No
1011,Cumulonimbus,North,60.2,Gray,Low,Rise,Low,Yes
1004.7,Cirrus,West,75.5,Green,Medium,Stable,High,No
1004.7,Cumulonimbus,East,84.1,Gray,Low,Decline,Low,No
1013.4,Cumulonimbus,East,65,Orange,Low,Decline,Low,Yes
1004.6,Stratus,South,76.1,Blue,Medium,Stable,Low,No
1006.7,Cumulonimbus,South,79.8,Gray,High,,High,No
1007,Cirrus,East,76.4,Green,Low,Decline,Low,No
1006.8,Cirrus,West,43,Green,High,Stable,Low,No
1003.3,Cumulonimbus,West,50.8,Orange,Medium,Stable,High,Yes
1002.2,Cirrus,South,80.2,,High,Stable,Medium,No
1013.4,Stratus,East,53.2,Orange,Medium,Decline,Medium,Yes
1013,Cumulonimbus,,64.8,Orange,Low,Decline,Low,Yes
1006.7,Cirrus,South,75.7,Green,High,Stable,High,No
1013.8,Stratus,West,53.2,Orange,Low,Decline,High,Yes
1003.2,Cumulonimbus,South,59.3,Orange,Low,Stable,High,Yes
1024.8,Cirrus,East,82.3,Green,Low,Decline,Low,No
1012.6,Cumulonimbus,South,53.5,Gray,High,,High,Yes
1012.1,Cirrus,East,40.2,Orange,Low,Stable,Low,Yes
1006.7,Cirrus,,76.9,Blue,Low,Decline,Low,No
1012.7,Cumulonimbus,South,69.2,Orange,High,Stable,High,Yes
1011.6,Cumulonimbus,South,44,Orange,High,Rise,High,Yes
1006.1,Cirrus,East,81.5,,Low,Stable,Low,No
1012.5,Cumulonimbus,West,60.9,Orange,Medium,Rise,High,Yes
1006.9,Stratus,East,84.7,Gray,High,,Low,No
1002.3,Cirrus,South,81.8,Green,Medium,Stable,Medium,No
1011.5,Stratus,South,54.6,Orange,High,Rise,High,Yes
1011.1,Cumulonimbus,East,69.6,Blue,Low,Decline,Low,Yes
1005,Cirrus,South,83.9,Green,High,Stable,High,No
1002.6,Cirrus,East,75.3,Gray,High,Stable,High,No
1002.2,Cirrus,East,80.7,Green,Low,Decline,High,No
1004,Cirrus,West,78.9,Green,Medium,Stable,Low,No
1011,Cumulonimbus,South,64.9,Orange,High,Rise,Low,Yes
1002.2,Cumulonimbus,East,60.9,Orange,High,Decline,Medium,Yes
1012.4,Cumulonimbus,East,43,Orange,High,Decline,Low,Yes
1002.9,Cumulonimbus,East,64.6,Orange,Medium,Decline,Low,Yes
1005.1,Cirrus,South,43.5,Gray,Medium,Stable,High,No
1013.7,Cumulonimbus,South,69.1,Orange,High,Stable,High,Yes
1024,Cumulonimbus,East,82.5,Green,Low,Decline,Low,No
1012,Stratus,South,58.6,Orange,Medium,Stable,Medium,Yes
1005.6,Cumulonimbus,North,46.6,Orange,Low,Decline,High,Yes
1011.8,Stratus,South,69.3,Orange,High,Rise,High,Yes
1011.2,Cirrus,West,55.8,Orange,Medium,Stable,High,Yes
1011.7,Cumulonimbus,East,44.5,Orange,High,Stable,Medium,Yes
1011.8,Cumulonimbus,East,60.2,Gray,Low,Rise,High,Yes
1004.8,Cumulonimbus,South,80.9,Green,High,Stable,High,No
1013.6,Stratus,North,73.2,Gray,Low,Decline,Low,Yes
1011.4,Cumulonimbus,South,42.7,Orange,High,Decline,High,Yes
1003.2,Cirrus,South,79.2,Green,High,Decline,Medium,No
1004.3,Cumulonimbus,East,78.4,Green,Low,Decline,Low,No
1005.4,Cirrus,East,82.9,Green,Low,Stable,High,No
1004.4,Cirrus,East,77.6,Blue,High,Rise,Low,No
1005.2,Cirrus,West,75.1,Green,High,Stable,High,No
1011.9,Cirrus,East,41.1,Orange,Low,Decline,Low,Yes
1007,Stratus,,84.2,Green,Low,Stable,High,No
1013.8,Stratus,East,48.6,Blue,Low,Decline,Low,Yes
1005.8,Stratus,East,43.7,Orange,High,Stable,High,Yes
1011.3,Cirrus,West,71.7,Orange,Low,Decline,Low,Yes
1011.1,Cumulonimbus,East,43.8,Orange,Low,Decline,Medium,Yes
1012.7,Stratus,West,41.5,Orange,High,,High,Yes
1007,Cirrus,North,62,Blue,High,Stable,High,Yes
1004.6,Stratus,West,80.7,Blue,Medium,,Low,No
1011.9,Cumulonimbus,South,50.4,Orange,High,Stable,Medium,Yes
1012.3,Cumulonimbus,East,63.8,Blue,High,Decline,Medium,Yes
1005,Stratus,West,76.3,Green,High,Stable,High,No
1012.1,Cumulonimbus,South,66.8,Orange,Medium,Stable,High,Yes
1012.3,Cumulonimbus,South,52.1,Orange,High,Decline,High,Yes
1003.6,Cumulonimbus,West,81.8,Green,High,Stable,Low,No
1002.9,Cumulonimbus,East,83.1,Green,Low,Decline,Low,No
1006,Cirrus,,80.4,Green,High,Rise,High,No
1011,Cumulonimbus,South,54.7,Orange,Medium,Decline,High,Yes
1023.6,Cirrus,West,78.2,Green,High,Rise,High,No
1002.4,Stratus,West,45,Green,High,Stable,Low,No
1011.9,Cumulonimbus,East,56,Orange,Low,Decline,Low,Yes
1011.9,Cumulonimbus,West,55,Orange,Low,,Low,Yes
1006.4,Cirrus,East,49,Green,Low,Decline,Low,No
1011.4,Stratus,East,63.4,Orange,Low,Decline,Low,Yes
1002.8,Cirrus,East,81.5,Green,Low,Decline,High,No
1006.5,Cirrus,East,78.9,Green,High,Decline,High,No
1004.2,Cumulonimbus,,81.7,Green,Low,Stable,High,No
1002.7,Cumulonimbus,South,75.5,Blue,High,Stable,High,No
1003.8,Cirrus,,46.1,Green,Low,Rise,High,No
1013.8,Stratus,East,59.1,Orange,Low,Decline,Low,Yes
1004.3,Cirrus,South,80.3,Green,Low,Stable,Medium,No
1003.9,Cirrus,East,40.5,Blue,Low,Decline,Low,No
1003.9,Cumulonimbus,South,62.9,Orange,High,Stable,High,Yes
1006.7,Cirrus,East,85,Green,Medium,Rise,High,No
1012.1,Stratus,East,71,Orange,High,Decline,Low,Yes
1012.2,Cirrus,South,55,Orange,High,Stable,High,Yes
1003.2,Cirrus,East,80.9,Blue,Low,Decline,Medium,No
1005.2,Cirrus,South,80.3,Green,High,Stable,High,No
1014,Cumulonimbus,East,48.3,Blue,Low,Decline,Low,Yes
1013.5,Cumulonimbus,East,57.5,Orange,Low,Decline,Low,Yes
1005,Cirrus,South,42.2,Green,High,Decline,Medium,No
1018.5,Cirrus,East,43.5,Green,High,Decline,Medium,No
1005.1,Cirrus,,78.3,Green,High,Decline,Low,No
1011.6,Cumulonimbus,East,73.1,Orange,Low,Decline,Low,Yes
1006.7,Stratus,North,77.8,Green,High,Rise,Low,No
1004.6,Cirrus,West,75,Blue,Low,Decline,High,No
1006.8,Cirrus,East,80.6,Green,Medium,Decline,Low,No
1018.3,Cumulonimbus,South,43.8,Green,High,Stable,High,No
1013.1,Stratus,East,51.9,Orange,Low,Rise,High,Yes
1005.5,Cirrus,East,80.4,Green,Medium,Stable,High,No
1002,Cumulonimbus,South,64.5,Orange,High,Decline,High,Yes
1006.9,Stratus,East,84.8,Green,High,Stable,Low,No
1004.8,Stratus,South,62.2,Gray,High,Stable,High,Yes
1011.9,Cumulonimbus,West,62.4,Orange,Low,Decline,Low,Yes
1011.1,Cirrus,East,52.4,Orange,High,Decline,Low,Yes
1013.3,Cumulonimbus,East,71,Orange,High,Stable,Low,Yes
1013.8,Cumulonimbus,South,60.1,Gray,High,Decline,High,Yes
1006,Cirrus,North,75.3,Green,Low,Decline,High,No
1006.1,Cumulonimbus,South,65.4,Orange,Low,Stable,High,Yes
1002.6,Cirrus,West,79.2,Gray,High,Stable,Low,No
1011.3,Cumulonimbus,East,51.9,Orange,Low,Decline,Low,Yes
1005.5,Cirrus,East,76.3,Green,Medium,Decline,High,No
1002.8,Cumulonimbus,East,73.2,Orange,Low,Rise,Low,Yes
1006.9,Stratus,South,73.5,Orange,High,Stable,High,Yes
1013.9,Cumulonimbus,West,55.5,Orange,High,Decline,Low,Yes
1005.3,Cirrus,South,77.5,Green,Medium,Stable,Medium,No
1006.8,Cirrus,South,76.5,Green,Low,,High,No
1011.9,Cumulonimbus,West,51.9,Orange,High,Stable,High,Yes
1006.2,Cirrus,South,78,Blue,High,Decline,Low,No
1003.6,Cirrus,South,77.9,Blue,Medium,Stable,High,No
1013.1,Cumulonimbus,South,57.9,Orange,Medium,Stable,Low,Yes
1002.2,Cirrus,West,76.6,Green,Low,Decline,Low,No
1003.8,Cumulonimbus,West,70.9,Orange,Low,Decline,Low,Yes
1011.9,Stratus,South,73.1,Orange,Low,,High,Yes
1021.3,Cirrus,East,76.6,Green,Low,Decline,Low,No
1013.2,Cumulonimbus,North,50,Blue,Low,Decline,High,Yes
1003.3,Cumulonimbus,East,73,,Low,Rise,High,Yes
1005.2,Cirrus,East,80.6,Green,High,Decline,Low,No
1012.4,Cumulonimbus,South,63,Orange,High,Stable,Low,Yes
1021.5,Cirrus,East,83.7,Green,High,Stable,High,No
1003.7,Cirrus,South,82.2,,High,Stable,Medium,No
1004.1,Cirrus,West,76.5,Green,Low,Stable,High,No
1012.8,Cirrus,East,72.8,Orange,Low,Decline,Low,Yes
1013.9,Cumulonimbus,East,42,Orange,Low,Decline,Low,Yes
1007,Cumulonimbus,East,76.4,Gray,High,Decline,High,No
1011.7,Cumulonimbus,East,73.4,,Medium,Decline,Medium,Yes
1011.7,Cumulonimbus,South,71,Orange,High,Stable,Low,Yes
1011.1,Cumulonimbus,South,65.5,Orange,High,Stable,High,Yes
1018.2,Cirrus,South,40.9,Green,High,Decline,High,No
1002.5,Cirrus,East,83.5,,High,Decline,Low,No
1004.4,Cirrus,East,75.9,Green,High,Decline,High,No
1004.1,Cumulonimbus,West,77.4,Blue,High,Stable,High,No
1005.6,Cirrus,East,82.5,Green,Low,Decline,High,No
1011.8,Cumulonimbus,East,43.5,Orange,High,Stable,High,Yes
1006.7,Cirrus,South,75.7,Gray,High,Stable,High,No
1011.3,Stratus,East,40.1,Orange,Low,Rise,High,Yes
1013.3,Cumulonimbus,South,72.1,Gray,High,Decline,High,Yes
1012.8,Stratus,East,51.9,Orange,High,Stable,High,Yes
1003.8,Cumulonimbus,West,60.8,Gray,Medium,Stable,High,Yes
1012.3,Cirrus,South,57.7,Orange,Low,Stable,High,Yes
1013.6,Cumulonimbus,East,43.2,Orange,Medium,Stable,Low,Yes
1005.6,Cirrus,North,42,Gray,Medium,Stable,Low,No
1012.6,Cumulonimbus,East,72.9,Orange,High,Rise,High,Yes
1011.6,Stratus,East,52.3,Gray,Low,Stable,High,Yes
1013.2,Cumulonimbus,East,73.2,Orange,Low,Decline,Low,Yes
1011.2,Cumulonimbus,East,65.7,Orange,High,Rise,High,Yes
1013.8,Cumulonimbus,South,52.8,Orange,Medium,Rise,High,Yes
1014,Cumulonimbus,East,54.9,Orange,Low,Decline,Medium,Yes
1004.5,Cirrus,East,79.5,Green,High,Decline,High,No
1024.4,Cirrus,East,84.6,Green,Low,Decline,Low,No
1011.6,Cumulonimbus,West,67.3,Orange,High,Stable,Low,Yes
1005.6,Cirrus,East,76.1,Blue,High,Stable,High,No
1011.5,Cirrus,East,41.3,Orange,Low,Decline,High,Yes
1002.5,Cumulonimbus,,44.2,Orange,Low,Decline,High,Yes
1013.1,Cumulonimbus,West,63.9,Orange,Low,Rise,Low,Yes
1013,Cirrus,West,59.7,,Medium,,High,Yes
1006.8,Cirrus,North,81,Green,Medium,,Low,No
1003.6,Cumulonimbus,East,50.1,Orange,Medium,Decline,Low,Yes
1018.8,Cirrus,East,47.9,Green,Low,Decline,Medium,No
1003.6,Cumulonimbus,East,59.9,Blue,Low,Decline,Low,Yes
1006.5,Stratus,East,83.4,Green,Low,Stable,Medium,No
1012.5,Cirrus,East,71.8,Orange,Low,,Medium,Yes
1013.2,Cumulonimbus,East,43.4,Orange,Medium,Rise,Low,Yes
1012.1,Cumulonimbus,North,72.7,Blue,Low,Decline,High,Yes
1011.9,Cumulonimbus,,71.6,,High,Stable,High,Yes
1006.7,Cirrus,North,84.2,,Low,Decline,Medium,No
1012,Cumulonimbus,East,46.7,Orange,Low,Decline,Low,Yes
1025,Cirrus,West,79.7,Gray,High,Decline,High,No
1012,Stratus,South,64.4,Orange,High,Stable,Medium,Yes
1004.3,Cirrus,East,84.2,Gray,Low,Decline,Low,No
1006.2,Cirrus,East,76.6,Green,Low,Decline,Low,No
1005.3,Stratus,East,84.8,Blue,Low,Decline,Low,No
1011,Cumulonimbus,East,69.8,Orange,Low,Decline,Medium,Yes
1011.9,Cumulonimbus,East,71.8,Orange,Low,Rise,Low,Yes
1012.2,Cumulonimbus,East,73.2,Orange,Medium,Stable,High,Yes
1004,Cumulonimbus,East,73.9,Blue,Medium,,High,Yes
1004.8,Cirrus,South,77.6,Green,Medium,Stable,Medium,No
1011.9,Cumulonimbus,East,51.1,Orange,Low,Decline,Low,Yes
1006.9,Cirrus,South,77.7,Green,High,Decline,High,No
1011.4,Cumulonimbus,South,51.4,Orange,High,Stable,High,Yes
1002.3,Stratus,East,83.7,Green,High,Stable,Low,No
1012.4,Cumulonimbus,,65.4,Orange,High,Stable,Medium,Yes
1012.5,Cumulonimbus,East,62.3,Orange,Low,Stable,Low,Yes
1012.2,Stratus,East,64.5,,Low,Decline,Low,Yes
1004.4,Cirrus,East,83.6,Green,Low,Decline,Low,No
1013.3,Cumulonimbus,South,68.9,Orange,Low,Rise,Medium,Yes
1011.2,Cumulonimbus,East,53.2,Orange,Low,Decline,High,Yes
1012.2,Cumulonimbus,South,47.7,Gray,High,Stable,High,Yes
1004.4,Stratus,West,84.9,Green,Low,Stable,Low,No
1020,Cumulonimbus,South,78.5,Blue,High,Stable,Medium,No
1003.4,Cirrus,South,81.5,Green,Medium,Decline,High,No
1013.1,Cumulonimbus,East,43,Orange,Low,Decline,Low,Yes
1006.4,Cirrus,East,82.4,Blue,Low,Decline,Low,No
1023.5,Cirrus,North,77.5,Gray,Medium,Decline,High,No
1011.8,Cumulonimbus,South,60,Orange,High,Stable,Low,Yes
1006.7,Cirrus,East,76.2,Green,Low,Decline,Low,No
1011.8,Stratus,East,73.6,Orange,Low,Decline,Low,Yes
1005.4,Cirrus,West,79.4,Green,High,Rise,Medium,No
1018.1,Cirrus,East,81.9,Green,High,Rise,Low,No
1012.8,Cumulonimbus,West,72.9,Orange,Low,Decline,High,Yes
1003.5,Cirrus,East,83,Green,Medium,Decline,Low,No
1002,Cumulonimbus,West,77.9,Green,High,Stable,Medium,No
1006.8,Cirrus,East,82.5,Blue,Low,Decline,Low,No
1002.8,Cumulonimbus,South,84.3,,High,Stable,Low,No
1011.6,Cumulonimbus,East,72.5,Gray,Low,Decline,Low,Yes
1018.4,Cirrus,East,80.9,Gray,High,Decline,High,No
1013.9,Cumulonimbus,South,58.6,Orange,High,Decline,Low,Yes
1006.1,Cirrus,East,78.1,Green,Low,Rise,High,No
1003.8,Cirrus,South,84.3,Blue,Medium,Rise,Medium,No
1005.9,Cirrus,South,79.3,Green,High,,Low,No
1002.9,Cirrus,West,84.2,Green,High,Decline,Medium,No
1011.5,Cirrus,East,72.9,Orange,Low,Decline,Medium,Yes
1002.8,Stratus,East,50.7,Orange,Low,Decline,High,Yes
1004.5,Cumulonimbus,West,46.4,Orange,Medium,Stable,High,Yes
1011.4,Cumulonimbus,South,69.7,Blue,High,,High,Yes
1006.8,Cirrus,East,78.9,Green,High,Stable,High,No
1005.7,Cirrus,East,47.8,Green,Low,Stable,Low,No
1003.5,Cirrus,East,81.3,Green,Low,Decline,Medium,No
1004.5,Cumulonimbus,East,78.7,Green,High,,High,No
1012.7,Stratus,East,52.6,Orange,Low,Decline,Low,Yes
1003.7,Cirrus,West,77.2,Green,Medium,Rise,High,No
1003.5,Stratus,West,76.9,Blue,High,Rise,High,No
1005.8,Cirrus,South,44.9,Green,Low,Stable,High,No
1004.9,Cumulonimbus,East,81.7,Gray,Medium,,Low,No
1004.2,Stratus,South,83.9,Green,High,Decline,High,No
1007,Cirrus,North,79.1,Green,Low,Rise,Low,No
1012.3,Stratus,East,59.3,Orange,Medium,Stable,Low,Yes
1012.1,Cumulonimbus,East,72.4,Orange,High,Stable,High,Yes
1011,Cumulonimbus,West,71.9,,High,Stable,Medium,Yes
1005.1,Cirrus,South,83,Green,High,Stable,High,No
1013,Cumulonimbus,East,73.8,Orange,Low,Rise,Medium,Yes
1018.3,Cirrus,,76.3,Green,High,Decline,High,No
1002.4,Cirrus,South,82.2,Blue,High,Rise,High,No
1013.3,Stratus,South,56.1,Orange,High,Stable,High,Yes
1006.5,Cirrus,East,84.5,Blue,Low,Decline,Low,No
1006.3,Cirrus,East,82.1,Green,High,Stable,Medium,No
1006.9,Cirrus,East,40.5,Green,High,Stable,High,No
1019.5,Cirrus,South,75.1,Gray,High,Rise,High,No
1013,Cumulonimbus,West,67.7,Orange,Low,Stable,High,Yes
1004.4,Cirrus,South,76.4,Green,Medium,Stable,High,No
1013.5,Stratus,West,62.3,Orange,High,Stable,Low,Yes
1014,Cumulonimbus,South,60.9,Orange,High,Stable,High,Yes
1013.2,Cirrus,East,56.8,Orange,Medium,Stable,Low,Yes
1013.9,Cumulonimbus,East,66.4,Orange,High,Stable,High,Yes
1005.6,Stratus,South,84.2,Blue,High,Stable,Medium,No
1002.8,Cirrus,,77.4,Gray,Medium,Stable,Medium,No
1012.7,Cumulonimbus,South,57.9,Orange,High,Stable,High,Yes
1012.5,Stratus,East,69.7,Orange,Low,Decline,Low,Yes
1011.5,Cumulonimbus,East,50.5,Gray,Low,Decline,Low,Yes
1003.8,Cirrus,South,76.5,Gray,High,Stable,High,No
1003.8,Cumulonimbus,North,77.9,Green,Low,Decline,Low,No
1013,Cumulonimbus,East,52.3,Gray,Low,Stable,Medium,Yes
1011.5,Cumulonimbus,South,44.9,Orange,Low,Rise,High,Yes
1018.3,Cirrus,,48.9,Blue,Low,Decline,Low,No
1011.6,Cirrus,West,67.3,Gray,Low,Stable,High,Yes
1006.5,Cirrus,East,78.1,Green,Low,Decline,High,No
1022.4,Cirrus,East,81.6,Green,Low,Stable,Low,No
1011.1,Cumulonimbus,East,62.6,Orange,Low,Decline,Low,Yes
1012.1,Stratus,East,70,Orange,Medium,Stable,Low,Yes
1014,Cirrus,East,67,Gray,Low,Decline,Low,Yes
1013.3,Cirrus,South,62.7,Orange,High,Stable,High,Yes
1006,Cumulonimbus,South,51,Orange,High,Rise,High,Yes
1002.4,Cumulonimbus,East,52.7,Orange,Low,Decline,Low,Yes
1002.2,Cirrus,West,40.8,Green,High,Stable,Low,No
1005.9,Cirrus,East,84.1,Green,High,Stable,High,No
1022.8,Cirrus,East,84.6,Green,Medium,Decline,Low,No
1012.7,Cumulonimbus,,52.2,Orange,High,Rise,High,Yes
1011.7,Cirrus,South,50.3,Orange,High,Stable,High,Yes
1005.5,Stratus,East,75.2,Green,High,Stable,High,No
1014,Stratus,East,68.8,Orange,High,Decline,Medium,Yes
1006.5,Cumulonimbus,East,84.4,Green,High,Decline,Low,No
1011.2,Cumulonimbus,South,53.1,Orange,High,Stable,Low,Yes
1013.3,Cumulonimbus,East,58.4,Orange,Low,Decline,Low,Yes
1004.8,Cumulonimbus,West,76,Green,High,Stable,Medium,No
1005.1,Cirrus,West,44.8,Blue,Low,Decline,Medium,No
1013.2,Cumulonimbus,South,63.5,Orange,High,Rise,High,Yes
1013.5,Cirrus,South,52.6,Orange,High,Stable,Low,Yes
1011,Cumulonimbus,South,50.7,Orange,High,Stable,High,Yes
1003,Cirrus,West,80.6,,Low,Decline,High,No
1013.7,Cumulonimbus,East,52.7,Orange,Low,Decline,High,Yes
1013.5,Cumulonimbus,South,42.4,Orange,High,Stable,Medium,Yes
1002.1,Cumulonimbus,West,66,Orange,Low,Stable,Low,Yes
1002,Cirrus,East,79.9,Green,Low,Decline,Low,No
1021.6,Cirrus,East,44.8,Blue,Low,Rise,Low,No
1013.9,Cumulonimbus,East,70,Gray,High,Decline,Low,Yes
1004.8,Cirrus,East,80.5,Blue,Medium,Decline,Low,No
1004.6,Stratus,East,47.4,Gray,Low,Decline,Low,No
1004,Cirrus,West,83.4,Green,Low,Decline,Low,No
1013.4,Cumulonimbus,East,71.3,Orange,Low,,Low,Yes
1004.7,Cirrus,South,81.5,Blue,High,Stable,High,No
1013.4,Cumulonimbus,South,57.4,Orange,High,Stable,Medium,Yes
1002.4,Cumulonimbus,South,52.7,Orange,High,Stable,High,Yes
1006.2,Cirrus,South,83.1,Green,High,Stable,High,No
1003.7,Stratus,South,76.7,Green,High,Stable,High,No
1021.9,Cumulonimbus,West,76.2,Green,Low,Decline,Low,No
1011.6,Stratus,South,56,Orange,Low,Stable,High,Yes
1005.4,Cirrus,West,82.3,Green,Medium,Decline,Medium,No
1006.9,Cirrus,South,77.8,Gray,High,Decline,High,No
1013.7,Cumulonimbus,East,67.1,,Low,Decline,Low,Yes
1013.5,Cumulonimbus,South,47.1,Orange,High,Decline,Low,Yes
1011.8,Cumulonimbus,,50.4,Orange,Low,Decline,High,Yes
1012.6,Cirrus,East,51.5,Orange,High,Stable,High,Yes
1005.4,Cumulonimbus,North,84.8,Green,Medium,Decline,Low,No
1005.5,Cirrus,East,80.9,Gray,High,Decline,Low,No
1013.6,Stratus,North,52.2,Orange,Low,Stable,Low,Yes
1006.3,Cirrus,South,84.7,Gray,High,Stable,High,No
1012.5,Cumulonimbus,South,64.5,Orange,High,Stable,High,Yes
1002.1,Cirrus,South,46.1,,Medium,Stable,High,Yes
1013.2,Cumulonimbus,,62.2,Orange,Low,Stable,High,Yes
1005.8,Cirrus,South,78.7,Blue,High,Stable,Low,No
1007,Cirrus,East,84.2,Green,High,Decline,Low,No
1005.3,Cirrus,East,83.5,Green,Low,Decline,Low,No
1006.6,Stratus,South,75.1,Gray,High,Stable,High,No
1003.8,Cumulonimbus,South,65.9,Orange,High,Stable,High,Yes
1004.1,Cumulonimbus,East,78,Green,Low,Decline,High,No
1006.4,Cirrus,West,84.1,Green,Low,Decline,Low,No
1003.8,Cumulonimbus,South,46.5,Green,Low,Decline,Low,No
1012.7,Cumulonimbus,East,59.3,Orange,Low,Decline,High,Yes
1006.5,Stratus,East,54.5,Orange,Low,Decline,Medium,Yes
1013.5,Cumulonimbus,South,40.3,Orange,High,Stable,High,Yes
1011.1,Cumulonimbus,West,43.9,Blue,Medium,Decline,Medium,Yes
1003.9,Cirrus,East,76,Green,Medium,Decline,Low,No
1004.4,Cirrus,South,81.9,Green,High,Stable,High,No
1003.1,Cumulonimbus,East,57.9,Gray,Medium,Decline,Low,Yes
1003.2,Cirrus,East,48.8,Orange,Low,Decline,Low,Yes
1003.7,Cumulonimbus,South,51,Orange,Medium,Stable,High,Yes
1006,Cumulonimbus,,82.3,Gray,Low,Decline,Low,No
1011,Cumulonimbus,South,60.3,Orange,High,Stable,High,Yes
1004.5,Stratus,South,48.5,Green,High,,High,No
1020.9,Cirrus,South,84.1,Gray,High,Rise,Medium,No
1006.2,Cirrus,East,80.6,Green,Medium,Decline,Low,No
1012,Cirrus,South,68,Orange,High,Decline,High,Yes
1013.2,Cumulonimbus,West,72.8,Orange,Low,Rise,Low,Yes
1012.6,Cumulonimbus,East,69.6,Gray,High,Stable,High,Yes
1003.5,Cirrus,West,64.8,Orange,Low,Decline,Medium,Yes
1013.9,Cumulonimbus,South,71.1,Orange,High,Decline,High,Yes
1004.2,Cirrus,East,77.7,Gray,High,Stable,Low,No
1013.3,Cumulonimbus,East,63.1,Orange,Low,Decline,Low,Yes
1005.2,Cirrus,South,78.6,Blue,High,Rise,High,No
1004.8,Cirrus,East,80.7,Green,Medium,Stable,High,No
1004.2,Cirrus,West,84.3,Green,High,Decline,Low,No
1002.2,Cirrus,East,80.9,Green,Low,Decline,Low,No
1002.8,Cirrus,South,83.7,Green,Medium,Decline,High,No
1012.4,Cumulonimbus,South,62.4,Orange,High,Stable,Low,Yes
1005.8,Cirrus,South,81.3,Gray,High,Decline,High,No
1002.3,Cirrus,East,77.8,,Medium,Decline,Low,No
1011.5,Cirrus,East,69.4,Gray,Low,Decline,Low,Yes
1011.5,Stratus,West,47.6,Orange,High,Rise,Low,Yes
1006.4,Cumulonimbus,East,41.6,Orange,Low,Stable,Medium,Yes
1003.7,Cirrus,East,81.7,Green,Low,Decline,Medium,No
1014,Cumulonimbus,East,66.8,Orange,Low,Decline,Medium,Yes
1002.5,Cirrus,,81.9,Green,High,Rise,Low,No
1012.5,Stratus,,58.8,Orange,Low,Stable,Low,Yes
1011.5,Cumulonimbus,West,50.8,,High,Decline,High,Yes
1006.8,Cumulonimbus,South,57.7,Blue,High,Stable,High,Yes
1011.7,Stratus,East,60.8,Orange,Low,Decline,Low,Yes
1013.7,Cumulonimbus,East,68.8,Blue,Low,Decline,Medium,Yes
1005,Cirrus,East,81.6,Green,Medium,Decline,Low,No
1004.6,Stratus,South,79.6,Green,High,Rise,High,No
1021.5,Cirrus,East,76.7,Gray,Low,Decline,Low,No
